route_id,agency_id,route_short_name,route_long_name,route_desc,route_type,route_url
1067V,HSL,67V,Rautatientori-Torpparinmäki,,701,http://aikataulut.hsl.fi/linjat/fi/b67V.html
1069,HSL,69,Kamppi-Pasila-Käpylä-Malmi-Jakomäki,,701,http://aikataulut.hsl.fi/linjat/fi/b69.html
1070,HSL,70,Kamppi-Töölö-Pihlajamäki-Pukinmäki-Malmi,,701,http://aikataulut.hsl.fi/linjat/fi/b70.html
1071,HSL,71,Rautatientori-Pihlajisto-Pihlajamäki-Malmi,,701,http://aikataulut.hsl.fi/linjat/fi/b71.html
1071B,HSL,71B,Rautatientori-Arabia- Pihlajisto-Viikki,,701,http://aikataulut.hsl.fi/linjat/fi/b71B.html
1073,HSL,73,Hakaniemi-Malmi-Puistolan as.-Ala-Tikkurila,,701,http://aikataulut.hsl.fi/linjat/fi/b73.html
1073N,HSL,73N,Rautatientori-Malmi-Puistolan asema-Ala-Tikkurila,,701,http://aikataulut.hsl.fi/linjat/fi/h73n.html
1074,HSL,74,Hakaniemi-Malmi-Tapanila-Puistola-Heikinlaakso,,701,http://aikataulut.hsl.fi/linjat/fi/b74.html
1074N,HSL,74N,Rautatientori-Malmi-Tapanila-Puistola-Heikinlaakso,,701,http://aikataulut.hsl.fi/linjat/fi/h74n.html
1075,HSL,75,Rautatientori-Jakomäki-Puistolan asema,,701,http://aikataulut.hsl.fi/linjat/fi/b75.html
1077,HSL,77,Rautatientori-Tattarisuo-Jakomäki,,701,http://aikataulut.hsl.fi/linjat/fi/h77.html
1077N,HSL,77N,Rautatientori-Arabia-Malmi-Jakomäki,,701,http://aikataulut.hsl.fi/linjat/fi/b77N.html
1078,HSL,78,Rautatientori-Viikki-Latokartano,,701,http://aikataulut.hsl.fi/linjat/fi/b78.html
1078N,HSL,78N,Rautatientori-Viikki-Latokartano,,701,http://aikataulut.hsl.fi/linjat/fi/b78N.html
1079,HSL,79,Herttoniemi (M)-Latokartano-Malmi-Siltamäki-Puistolan asem,,701,http://aikataulut.hsl.fi/linjat/fi/b79.html
1079B,HSL,79B,Siilitie (M)-Latokartano,,701,http://aikataulut.hsl.fi/linjat/fi/b79B.html
1079N,HSL,79N,Rautatientori-Malmi-Siltamäki-Puistolan asema,,701,http://aikataulut.hsl.fi/linjat/fi/b79N.html
1080,HSL,80,Herttoniemi(M)-Roihuvuori-Roihupelto,,701,http://aikataulut.hsl.fi/linjat/fi/b80.html
1081,HSL,81,Kulosaari-Herttoniemi(M)-Länsi-Herttoniemi,,701,http://aikataulut.hsl.fi/linjat/fi/b81.html
1082,HSL,82,Herttoniemi(M)-Roihuvuori-Itäkeskus(M),,701,http://aikataulut.hsl.fi/linjat/fi/h82_82b.html
1082B,HSL,82B,Herttoniemi(M)-Tammisalo-Roihuvuori-Itäkeskus(M),,701,http://aikataulut.hsl.fi/linjat/fi/h82_82b.html
1083,HSL,83,Herttoniemi(M)-Tammisalo,,701,http://aikataulut.hsl.fi/linjat/fi/b83.html
1084,HSL,84,Herttoniemi(M)-Gunillankallio,,701,http://aikataulut.hsl.fi/linjat/fi/b84.html
1085,HSL,85,Herttoniemi(M)-Jollas,,701,http://aikataulut.hsl.fi/linjat/fi/h85_85b.html
1085B,HSL,85B,Herttoniemi(M)-Yliskylä-Jollas,,701,http://aikataulut.hsl.fi/linjat/fi/h85_85b.html
1085N,HSL,85N,Rautatientori-Herttoniemenranta-Yliskylä-Jollas,,701,http://aikataulut.hsl.fi/linjat/fi/h85n.html
1086,HSL,86,Herttoniemi(M)-Santahamina,,701,http://aikataulut.hsl.fi/linjat/fi/b86.html
1086N,HSL,86N,Rautatientori-Kulosaari-Herttoniemi-Santahamina,,701,http://aikataulut.hsl.fi/linjat/fi/h86n.html
1088,HSL,88,Herttoniemi(M) - Kaitalahti,,701,http://aikataulut.hsl.fi/linjat/fi/b88.html
1089,HSL,89,Herttoniemi(M)-Yliskylä,,701,http://aikataulut.hsl.fi/linjat/fi/b89.html
1090,HSL,90,Vuosaari(M)-Aurinkolahti-Vuosaaren satama,,701,http://aikataulut.hsl.fi/linjat/fi/b90.html
1090A,HSL,90A,Rautatientori-Vuosaaren satama,,701,http://aikataulut.hsl.fi/linjat/fi/h90a.html
1090N,HSL,90N,Rautatientori-Länsi-Herttoniemi-Vuosaari (Kallvikintie),,701,http://aikataulut.hsl.fi/linjat/fi/h90n.html
1091,HSL,91,Rapuojantie-Östersundom-Puroniitty,,701,http://aikataulut.hsl.fi/linjat/fi/b91.html
1091K,HSL,91K,Rapuojantie-Östersundom-Puroniitty,,701,http://aikataulut.hsl.fi/linjat/fi/b91K.html
1092,HSL,92,Itäkeskus(M)-Myllypuro,,701,http://aikataulut.hsl.fi/linjat/fi/b92.html
1092N,HSL,92N,Rautatientori-Myllypuro-Kivikko-Kontula (Keinutie),,701,http://aikataulut.hsl.fi/linjat/fi/h92n.html
1093,HSL,93,Itäkeskus(M)-Östersundom-Landbo,,701,http://aikataulut.hsl.fi/linjat/fi/b93.html
1093K,HSL,93K,Itäkeskus(M)-Östersundom-Karhusaari-Landbo,,701,http://aikataulut.hsl.fi/linjat/fi/b93K.html
1094,HSL,94,Itäkeskus(M)-Porttitie-Kontula(M)-Kontulankaari,,701,http://aikataulut.hsl.fi/linjat/fi/h94.html
1094A,HSL,94A,Kotikonnuntie-Kontula(M)-Kivikko-Kontula(M),,701,http://aikataulut.hsl.fi/linjat/fi/h94a.html
1094B,HSL,94B,Kivikonlaita-Kontula(M),,701,http://aikataulut.hsl.fi/linjat/fi/h94b.html
1094N,HSL,94N,Rautatientori-Roihuvuori-Kontulankaari,,701,http://aikataulut.hsl.fi/linjat/fi/h94n.html
1095,HSL,95,Itäkeskus(M)-Mellunmäki(M)-Kontula(M)-Keinutie,,701,http://aikataulut.hsl.fi/linjat/fi/b95.html
1095N,HSL,95N,Rautatientori-Tammisalo-Roihuv.-Mellunmäki-Länsimäki,,701,http://aikataulut.hsl.fi/linjat/fi/h95n.html
1096,HSL,96,Vuosaari(M)-Porslahdentie,,701,http://aikataulut.hsl.fi/linjat/fi/b96.html
1096N,HSL,96N,Rautatientori-Aurinkolahti-Vuosaari(Porslahdentie),,701,http://aikataulut.hsl.fi/linjat/fi/h96n.html
1097,HSL,97,Itäkeskus(M)-Vartioharju-Mellunmäki(M),,701,http://aikataulut.hsl.fi/linjat/fi/h97_97v.html
1097N,HSL,97N,Rautatient.-Puotila-Mellunmäki-Kontula (Kotikonnuntie),,701,http://aikataulut.hsl.fi/linjat/fi/h97n.html
1097V,HSL,97V,Itäkeskus(M)-Puotila-Vartioharju-Mellunmäki(M),,701,http://aikataulut.hsl.fi/linjat/fi/h97_97v.html
1098,HSL,98,Itäkeskus(M)-Marjaniemi-Rastila(M),,701,http://aikataulut.hsl.fi/linjat/fi/b98.html
1506,HSL,506,Myllypuro(M)-Viikki-Kumpula-Pasila-Meilahti,,701,http://aikataulut.hsl.fi/linjat/fi/b506.html
1554,HSL,554,Itäkeskus-Malmi-Tapaninkylä,,701,http://aikataulut.hsl.fi/linjat/fi/b554.html
1603,HSL,603,Malmi-Oulunkylä-Koskela-Käpylä-Maunula-Pakila-Paloheinä,,704,http://aikataulut.hsl.fi/linjat/fi/b603.html
1701,HSL,701,Viikki-Pihlajamäki-Malmi-Suutarila-Siltamäki,,704,http://aikataulut.hsl.fi/linjat/fi/b701.html
1702,HSL,702,Jakomäki-Puistola-Malmi-Tapaninvainio-Savela,,704,http://aikataulut.hsl.fi/linjat/fi/b702.html
1704,HSL,704,Malmi-Sepänmäki,,704,http://aikataulut.hsl.fi/linjat/fi/b704.html
1801,HSL,801,Itäkeskus-Varjakanvalkama,,704,http://aikataulut.hsl.fi/linjat/fi/b801.html
1802,HSL,802,Itäkeskus(M)-Jollas,,704,http://aikataulut.hsl.fi/linjat/fi/b802.html
1805,HSL,805,Itäkeskus(M)-Myllypuro,,704,http://aikataulut.hsl.fi/linjat/fi/b805.html
1811,HSL,811,Kivikko-Kontula-Mellunmäki-Länsimäki-Rajakylä,,704,http://aikataulut.hsl.fi/linjat/fi/b811.html
1811B,HSL,811B,Kivikko-Kontula-Mellunmäki,,704,http://aikataulut.hsl.fi/linjat/fi/b811B.html
1811K,HSL,811K,Mellunmäki-Länsimäki-Rajakylä,,704,http://aikataulut.hsl.fi/linjat/fi/b811K.html
1812,HSL,812,Mellunmäki-Myllypuro,,704,http://aikataulut.hsl.fi/linjat/fi/b812.html
1813,HSL,813,Vuosaari(M)-Pohjoinen ostoskeskus,,704,http://aikataulut.hsl.fi/linjat/fi/b813.html
1814,HSL,814,Vuosaari(M)-Koukkusaarentie,,704,http://aikataulut.hsl.fi/linjat/fi/b814.html
1815,HSL,815,Vuosaari(M)-Isonvillasaarentie,,704,http://aikataulut.hsl.fi/linjat/fi/b815.html
1816,HSL,816,Vuosaari(M)-Ramsinniemi,,704,http://aikataulut.hsl.fi/linjat/fi/b816.html
1817,HSL,817,Vuosaari(M)-Kallahti,,704,http://aikataulut.hsl.fi/linjat/fi/b817.html
1818,HSL,818,Vuosaari (M)-Vuosaaren satama-Mellunmäki (M),,701,http://aikataulut.hsl.fi/linjat/fi/b818.html
1819,HSL,819,Vuosaari(M)-Uutela,,704,http://aikataulut.hsl.fi/linjat/fi/b819.html
2003,HSL,3,Leppävaara-Nihtisilta-Soukka-Kivenlahti,,701,http://aikataulut.hsl.fi/linjat/fi/e3.html
2005,HSL,5,Leppävaara-Nihtisilta-Suurpelto-Matinkylä,,701,http://aikataulut.hsl.fi/linjat/fi/e5.html
2010,HSL,10,Otaniemi-Pohjois-Tapiola-Haukilahti-Matinkylä-Kuitinmäki,,701,http://aikataulut.hsl.fi/linjat/fi/e10.html
2010K,HSL,10K,Otaniemi-Pohjois-Tapiola-Haukilahti-Matinkylä-Kuitinmäki,,701,http://aikataulut.hsl.fi/linjat/fi/e10K.html
2011,HSL,11,Tapiola-Matinkylä-Friisilänaukio,,701,http://aikataulut.hsl.fi/linjat/fi/e11.html
2012,HSL,12,Tapiola-Soukka,,701,http://aikataulut.hsl.fi/linjat/fi/e12.html
2012B,HSL,12B,Tapiola-Soukka,,701,http://aikataulut.hsl.fi/linjat/fi/e12B.html
2014,HSL,14,Tapiola-Kivenlahti,,701,http://aikataulut.hsl.fi/linjat/fi/e14.html
2014B,HSL,14B,Tapiola-Kivenlahti,,701,http://aikataulut.hsl.fi/linjat/fi/e14B.html
2015,HSL,15,Otaniemi-Jupperi,,701,http://aikataulut.hsl.fi/linjat/fi/e15.html
2016,HSL,16,Matinkylä-Olari-Henttaa,,701,http://aikataulut.hsl.fi/linjat/fi/e16.html
2016A,HSL,16A,Henttaa-Orion-Niittykumpu-Olari-Henttaa,,701,http://aikataulut.hsl.fi/linjat/fi/e16A.html
2016B,HSL,16B,Henttaa-Orion-Niittykumpu-Olari-Henttaa,,701,http://aikataulut.hsl.fi/linjat/fi/e16B.html
2018,HSL,18,Tapiola-Kauniainen-Espoon keskus-Kauklahti,,701,http://aikataulut.hsl.fi/linjat/fi/e18.html
2019,HSL,19,Tapiola-Espoon keskus-Tuomarilan asema,,701,http://aikataulut.hsl.fi/linjat/fi/e19.html
2031,HSL,31,Friisilänaukio-Jorvi,,701,http://aikataulut.hsl.fi/linjat/fi/e31.html
2038,HSL,38,Elielinaukio-Pitäjänmäki-Uusmäki,,701,http://aikataulut.hsl.fi/linjat/fi/e38.html
2042,HSL,42,Soukka-Jorvi,,701,http://aikataulut.hsl.fi/linjat/fi/e42.html
2046,HSL,46,Hyljelahti-Espoon keskus,,701,http://aikataulut.hsl.fi/linjat/fi/e46.html
2065,HSL,65,Espoonlahti-Kauklahti-Espoonkartano,,701,http://aikataulut.hsl.fi/linjat/fi/e65.html
2065K,HSL,65K,Espoonlahti-Saunalahti-Vanttila-Kauklahti-Espoonkartano,,701,http://aikataulut.hsl.fi/linjat/fi/e65K.html
2102,HSL,102,Kamppi-Otaniemi,,701,http://aikataulut.hsl.fi/linjat/fi/b102.html
2102T,HSL,102T,Kamppi-Lauttasaari-Otaniemi,,701,http://aikataulut.hsl.fi/linjat/fi/b102T.html
2103,HSL,103,Kamppi-Otaniemi-Pohjois-Tapiola,,701,http://aikataulut.hsl.fi/linjat/fi/b103.html
2103T,HSL,103T,Kamppi-Lauttasaari-Otaniemi-Pohjois-Tapiola,,701,http://aikataulut.hsl.fi/linjat/fi/b103T.html
2105,HSL,105,Kamppi-Mankkaa,,701,http://aikataulut.hsl.fi/linjat/fi/b105.html
2106,HSL,106,Kamppi-Leppävaara,,701,http://aikataulut.hsl.fi/linjat/fi/b106.html
2106K,HSL,106K,Kamppi-Leppävaara,,701,http://aikataulut.hsl.fi/linjat/fi/b106K.html
2107,HSL,107,Kamppi-Tapiola-Orion-Suurpelto,,701,http://aikataulut.hsl.fi/linjat/fi/b107.html
2109,HSL,109,Kamppi-Jorvi,,701,http://aikataulut.hsl.fi/linjat/fi/b109.html
2109N,HSL,109N,Kamppi-Suurpelto-Jorvi,,701,http://aikataulut.hsl.fi/linjat/fi/b109N.html
2109T,HSL,109T,Kamppi-Jorvi,,701,http://aikataulut.hsl.fi/linjat/fi/b109T.html
2110,HSL,110,Kamppi-Leppävaara,,701,http://aikataulut.hsl.fi/linjat/fi/b110.html
2110T,HSL,110T,Kamppi-Leppävaara,,701,http://aikataulut.hsl.fi/linjat/fi/b110T.html
2111,HSL,111,Kamppi-Westend-Haukilahti,,701,http://aikataulut.hsl.fi/linjat/fi/b111.html
2111T,HSL,111T,Kamppi-Westend-Haukilahti,,701,http://aikataulut.hsl.fi/linjat/fi/b111T.html
2112,HSL,112,Kamppi-Matinkylä,,701,http://aikataulut.hsl.fi/linjat/fi/b112.html
2116,HSL,116,Tapiola-Pohjois-Tapiola,,704,http://aikataulut.hsl.fi/linjat/fi/b116.html
2117,HSL,117,Tapiola-Aarnivalkea-Itäranta-Tapiola,,704,http://aikataulut.hsl.fi/linjat/fi/b117.html
2119,HSL,119,Tapiola-Niittykumpu,,704,http://aikataulut.hsl.fi/linjat/fi/b119.html
2121,HSL,121,Kamppi-Kuitinmäki,,701,http://aikataulut.hsl.fi/linjat/fi/b121.html
2121K,HSL,121K,Kamppi-Kuitinmäki-Henttaa,,701,http://aikataulut.hsl.fi/linjat/fi/b121K.html
2121N,HSL,121N,Kamppi-Mankkaa,,701,http://aikataulut.hsl.fi/linjat/fi/b121N.html
2121NK,HSL,121NK,Kamppi-Henttaa-Mankkaa,,701,http://aikataulut.hsl.fi/linjat/fi/b121NK.html
2121NT,HSL,121NT,Kamppi-Kuitinmäki,,701,http://aikataulut.hsl.fi/linjat/fi/b121NT.html
2121T,HSL,121T,Kamppi-Kuitinmäki,,701,http://aikataulut.hsl.fi/linjat/fi/b121T.html
2122,HSL,122,Kamppi-Friisilänaukio,,701,http://aikataulut.hsl.fi/linjat/fi/b122.html
2122A,HSL,122A,Kamppi-Holmanmäki,,701,http://aikataulut.hsl.fi/linjat/fi/b122A.html
2132,HSL,132,Kamppi-Matinkylä-Friisilänaukio,,701,http://aikataulut.hsl.fi/linjat/fi/b132.html
2132N,HSL,132N,Kamppi-Haukilahti-Matinkylä-Friisilänaukio,,701,http://aikataulut.hsl.fi/linjat/fi/b132N.html
2132NT,HSL,132NT,Kamppi-Lauttasaari-Haukilahti-Matinkylä-Friisilänaukio,,701,http://aikataulut.hsl.fi/linjat/fi/b132NT.html
2137,HSL,137,Tynnyripuisto-Matinkallio-Piispankylä-Kuitinmäki,,704,http://aikataulut.hsl.fi/linjat/fi/b137.html
2138,HSL,138,Tynnyripuisto-Nuottaniemi-Matinkallio,,704,http://aikataulut.hsl.fi/linjat/fi/b138.html
2143,HSL,143,Kamppi-Soukka,,701,http://aikataulut.hsl.fi/linjat/fi/b143.html
2143A,HSL,143A,Kamppi-Soukanniemi,,701,http://aikataulut.hsl.fi/linjat/fi/b143A.html
2143AT,HSL,143AT,Kamppi-Lauttasaari-Soukanniemi,,701,http://aikataulut.hsl.fi/linjat/fi/b143AT.html
2143K,HSL,143K,Kamppi-Suomenojan teoll.alue-Soukka,,701,http://aikataulut.hsl.fi/linjat/fi/b143K.html
2143T,HSL,143T,Kamppi-Soukka,,701,http://aikataulut.hsl.fi/linjat/fi/b143T.html
2145,HSL,145,Kamppi-Suvisaaristo,,701,http://aikataulut.hsl.fi/linjat/fi/b145.html
2145K,HSL,145K,Kamppi-Suvisaaristo,,701,http://aikataulut.hsl.fi/linjat/fi/b145K.html
2145N,HSL,145N,Kamppi-Suvisaaristo,,701,http://aikataulut.hsl.fi/linjat/fi/b145N.html
2147,HSL,147,Kamppi-Kivenlahti,,701,http://aikataulut.hsl.fi/linjat/fi/b147.html
2147K,HSL,147K,Kamppi-Kivenlahti,,701,http://aikataulut.hsl.fi/linjat/fi/b147K.html
2147KT,HSL,147KT,Kamppi-Lauttasaari-Kivenlahti,,701,http://aikataulut.hsl.fi/linjat/fi/b147KT.html
2147N,HSL,147N,Kamppi-Kivenlahti-Saunalahti,,701,http://aikataulut.hsl.fi/linjat/fi/b147N.html
2147T,HSL,147T,Kamppi-Kivenlahti,,701,http://aikataulut.hsl.fi/linjat/fi/b147T.html
2148,HSL,148,Espoonlahden keskus-Soukka-Iivisniemi,,704,http://aikataulut.hsl.fi/linjat/fi/b148.html
2149,HSL,149,Espoonlahden keskus-Kivenlahti,,704,http://aikataulut.hsl.fi/linjat/fi/b149.html
2150,HSL,150,Kamppi-Kivenlahti,,701,http://aikataulut.hsl.fi/linjat/fi/b150.html
2150A,HSL,150A,Kamppi-Kivenlahti-Tillinmäki,,701,http://aikataulut.hsl.fi/linjat/fi/b150A.html
2150K,HSL,150K,Kamppi-Kivenlahti-Saunaniemi,,701,http://aikataulut.hsl.fi/linjat/fi/b150K.html
2150N,HSL,150N,Kamppi-Kivenlahti-Latokaski,,701,http://aikataulut.hsl.fi/linjat/fi/b150N.html
2154,HSL,154,Kamppi-Suomenoja-Tuomarila,,701,http://aikataulut.hsl.fi/linjat/fi/b154.html
2154N,HSL,154N,Kamppi-Kuitinmäki-Tuomarila,,701,http://aikataulut.hsl.fi/linjat/fi/b154N.html
2154T,HSL,154T,Kamppi-Suomenoja-Tuomarila,,701,http://aikataulut.hsl.fi/linjat/fi/b154T.html
2156,HSL,156,Kamppi-Sunanniitty-Tuomarila,,701,http://aikataulut.hsl.fi/linjat/fi/b156.html
2158,HSL,158,Kamppi-Nöykkiönlaakso-Tillinmäki,,701,http://aikataulut.hsl.fi/linjat/fi/b158.html
2160,HSL,160,Kamppi-Latokaski,,701,http://aikataulut.hsl.fi/linjat/fi/b160.html
2160K,HSL,160K,Kamppi-Latokaski,,701,http://aikataulut.hsl.fi/linjat/fi/b160K.html
2160KT,HSL,160KT,Kamppi-Lauttasaari-Latokaski,,701,http://aikataulut.hsl.fi/linjat/fi/b160KT.html
2160T,HSL,160T,Kamppi-Lauttasaari-Latokaski,,701,http://aikataulut.hsl.fi/linjat/fi/b160T.html
2165,HSL,165,Kamppi-Saunalahti-Kauklahti,,701,http://aikataulut.hsl.fi/linjat/fi/b165.html
2165N,HSL,165N,Kamppi-Saunalahti-Kauklahti-Espoonkartano-Kauklahti,,701,http://aikataulut.hsl.fi/linjat/fi/b165N.html
2165V,HSL,165V,Kamppi-Kauklahti,,701,http://aikataulut.hsl.fi/linjat/fi/b165V.html
2166B,HSL,166B,Kauklahti-Lasilaakso,,701,http://aikataulut.hsl.fi/linjat/fi/e166b.html
2168,HSL,168,Espoon keskus-Mikkelä-Kauklahti,,704,http://aikataulut.hsl.fi/linjat/fi/b168.html
2169,HSL,169,Espoon keskus-Suvela,,704,http://aikataulut.hsl.fi/linjat/fi/b169.html
2194,HSL,194,Kamppi-Tapiola,,701,http://aikataulut.hsl.fi/linjat/fi/b194.html
2194A,HSL,194A,Kamppi-Orion,,701,http://aikataulut.hsl.fi/linjat/fi/b194A.html
2195,HSL,195,Kamppi-Latokaski,,701,http://aikataulut.hsl.fi/linjat/fi/b195.html
2195N,HSL,195N,Kamppi-Teekkarikylä-Nöykkiö-Latokaski,,701,http://aikataulut.hsl.fi/linjat/fi/b195N.html
2201,HSL,201,Leppävaara-Mäkkylä-Pitäjänmäki- Pajamäki,,704,http://aikataulut.hsl.fi/linjat/fi/b201.html
2201B,HSL,201B,Leppävaara-Mäkkylä-Pitäjänmäki,,701,http://aikataulut.hsl.fi/linjat/fi/b201b.html
2202,HSL,202,Leppävaara-Helmipöllönmäki,,701,http://aikataulut.hsl.fi/linjat/fi/b202.html
2203,HSL,203,Laajalahti-Nuijala-Leppävaara-Uusmäki,,701,http://aikataulut.hsl.fi/linjat/fi/b203.html
2203N,HSL,203N,Nuijala-Leppävaara-Uusmäki,,701,http://aikataulut.hsl.fi/linjat/fi/b203N.html
2203V,HSL,203V,Leppävaara-Uusmäki,,701,http://aikataulut.hsl.fi/linjat/fi/b203V.html
2206,HSL,206,Kamppi-Meilahti-Etelä-Leppävaara-Kera,,701,http://aikataulut.hsl.fi/linjat/fi/b206.html
2206A,HSL,206A,Kamppi-Meilahti-Etelä-Leppävaara-Kilo-Karakallio-Kera,,701,http://aikataulut.hsl.fi/linjat/fi/b206A.html
2207,HSL,207,Leppävaara-Lintukorpi,,704,http://aikataulut.hsl.fi/linjat/fi/b207.html
2212,HSL,212,Kamppi-Meilahti-Laajalahti-Kauniainen,,701,http://aikataulut.hsl.fi/linjat/fi/b212.html
2213,HSL,213,Kamppi-Meilahti-Suvela-Espoon keskus-Kauklahti,,701,http://aikataulut.hsl.fi/linjat/fi/b213.html
2213N,HSL,213N,Kamppi-Meilahti-Laajalahti-Suvela-Espoon keskus-Kauklahti,,701,http://aikataulut.hsl.fi/linjat/fi/b213N.html
2214,HSL,214,Leppävaara-Rastaala-Veini-Jupperi,,701,http://aikataulut.hsl.fi/linjat/fi/b214.html
2214T,HSL,214T,Leppävaara-Karakallio-Rastaala-Veini-Jupperi,,701,http://aikataulut.hsl.fi/linjat/fi/b214T.html
2215,HSL,215,Leppävaara-Jupperi-Lähderanta,,701,http://aikataulut.hsl.fi/linjat/fi/b215.html
2215A,HSL,215A,Leppävaara-Jupperi-Lähderanta-Högnäs,,701,http://aikataulut.hsl.fi/linjat/fi/b215A.html
2217,HSL,217,Elielinaukio-Leppävaara-Karamalmi-Lähderanta-Jupperi,,701,http://aikataulut.hsl.fi/linjat/fi/b217.html
2218,HSL,218,Elielinaukio-Leppävaara-Lähderanta-Jupperi,,701,http://aikataulut.hsl.fi/linjat/fi/b218.html
2219,HSL,219,Leppävaara-Karakallio-Lähderanta-Järvenperä,,701,http://aikataulut.hsl.fi/linjat/fi/b219.html
2224,HSL,224,Leppävaara-Kauniainen-Espoon keskus-Tuomarila,,701,http://aikataulut.hsl.fi/linjat/fi/b224.html
2226,HSL,226,Leppävaara-Karakallio-Viherlaakso-Jorvi,,701,http://aikataulut.hsl.fi/linjat/fi/b226.html
2226A,HSL,226A,Leppävaara-Karakallio-Viherlaakso-Jorvi-Kellonummi,,701,http://aikataulut.hsl.fi/linjat/fi/b226A.html
2227,HSL,227,Leppävaara-Karakallio-Lippajärvi-Espoon keskus,,701,http://aikataulut.hsl.fi/linjat/fi/b227.html
2227N,HSL,227N,Leppävaara-Karakallio-Lippajärvi-Jorvi,,701,http://aikataulut.hsl.fi/linjat/fi/b227N.html
2227V,HSL,227V,Leppävaara-Lippajärvi-Espoon keskus,,701,http://aikataulut.hsl.fi/linjat/fi/b227V.html
2229,HSL,229,Leppävaara-Karakallio-Viherlaakso,,704,http://aikataulut.hsl.fi/linjat/fi/b229.html
2231N,HSL,231N,Elielinaukio-Leppävaara-Lintuvaara-Järvenperä,,701,http://aikataulut.hsl.fi/linjat/fi/s231n.html
2232,HSL,232,Kirkkotie-Sepänkylä-Gallträsk-Kasavuori-Kirkkotie,,704,http://aikataulut.hsl.fi/linjat/fi/b232.html
2235,HSL,235,Elielinaukio-Leppävaara-Espoon keskus-Kuurinniitty,,701,http://aikataulut.hsl.fi/linjat/fi/b235.html
2235N,HSL,235N,Elielinaukio-Leppävaara-Espoon keskus-Kuurinniitty,,701,http://aikataulut.hsl.fi/linjat/fi/b235N.html
2236,HSL,236,Leppävaara-Viherlaakso-Kalajärvi-Serena,,701,http://aikataulut.hsl.fi/linjat/fi/b236.html
2236K,HSL,236K,Leppävaara-Kera-Viherlaakso-Kalajärvi-Serena,,701,http://aikataulut.hsl.fi/linjat/fi/b236K.html
2236V,HSL,236V,Leppävaara-Viherlaakso-Koskelo-Kalajärvi-Serena,,701,http://aikataulut.hsl.fi/linjat/fi/b236V.html
2238,HSL,238,Leppävaara-Nupuri-Brobacka-Siikajärvi-Siikaniemi,,701,http://aikataulut.hsl.fi/linjat/fi/b238.html
2238B,HSL,238B,Leppävaara-Nupuri-Brobacka-Siikajärvi,,701,http://aikataulut.hsl.fi/linjat/fi/b238B.html
2238K,HSL,238K,Leppävaara-Nupuri-Kolmperä-Siikajärvi-Siikaniemi,,701,http://aikataulut.hsl.fi/linjat/fi/b238K.html
2238KB,HSL,238KB,Leppävaara-Nupuri-Kolmperä-Siikajärvi,,701,http://aikataulut.hsl.fi/linjat/fi/b238KB.html
2238KT,HSL,238KT,Leppävaara-Nupuri-Kolmperä-Siikaranta,,701,http://aikataulut.hsl.fi/linjat/fi/b238KT.html
2238T,HSL,238T,Leppävaara-Nupuri-Brobacka-Siikaranta,,701,http://aikataulut.hsl.fi/linjat/fi/b238T.html
2239,HSL,239,Leppävaara-Viherlaakso-Perusmäki-Kalajärvi,,701,http://aikataulut.hsl.fi/linjat/fi/b239.html
2239T,HSL,239T,Leppävaara-Viherlaakso-Röylä-Perusmäki-Kalajärvi,,701,http://aikataulut.hsl.fi/linjat/fi/b239T.html
2241,HSL,241,Espoon keskus-Mikkelä-Hirvisuo,,701,http://aikataulut.hsl.fi/linjat/fi/b241.html
2241V,HSL,241V,Espoon keskus-Hirvisuo,,701,http://aikataulut.hsl.fi/linjat/fi/b241V.html
2242,HSL,242,Espoon keskus-Muurala-Nupuri-Siikaniemi,,701,http://aikataulut.hsl.fi/linjat/fi/b242.html
2245,HSL,245,Espoon keskus-Nuuksionpää,,701,http://aikataulut.hsl.fi/linjat/fi/b245.html
2245A,HSL,245A,Espoon keskus-Nuuksionpää-Kattila,,701,http://aikataulut.hsl.fi/linjat/fi/b245A.html
2245K,HSL,245K,Espoon keskus-Muurala-Nuuksionpää,,701,http://aikataulut.hsl.fi/linjat/fi/b245K.html
2245KA,HSL,245KA,Espoon keskus-Muurala-Nuuksionpää-Kattila,,701,http://aikataulut.hsl.fi/linjat/fi/b245KA.html
2246,HSL,246,Espoon keskus-Röylä-Bodom-Espoon keskus,,701,http://aikataulut.hsl.fi/linjat/fi/b246.html
2246K,HSL,246K,Espoon keskus-Kellonummi-Röylä,,701,http://aikataulut.hsl.fi/linjat/fi/b246K.html
2246KT,HSL,246KT,Espoon keskus-Kellonummi-Bodom-Röylä,,701,http://aikataulut.hsl.fi/linjat/fi/b246KT.html
2246T,HSL,246T,Espoon keskus-Bodom-Röylä,,701,http://aikataulut.hsl.fi/linjat/fi/b246T.html
2321,HSL,321,Elielinaukio-Jupperi-Vanhakartano,,701,http://aikataulut.hsl.fi/linjat/fi/b321.html
2321N,HSL,321N,Elielinaukio-Jupperi-Vanhakartano-Niipperi,,701,http://aikataulut.hsl.fi/linjat/fi/b321N.html
2345,HSL,345,Elielinaukio-Rinnekoti,,701,http://aikataulut.hsl.fi/linjat/fi/b345.html
2345N,HSL,345N,Elielinaukio-Hämeenkylä-Rinnekoti,,701,http://aikataulut.hsl.fi/linjat/fi/b345N.html
2348,HSL,348,Rinnekoti-Röylä-Kalajärvi,,701,http://aikataulut.hsl.fi/linjat/fi/b348.html
